State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,15000.0,16200.0,16200.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Lime,Lime,Local,2024-09-30,3000.0,4000.0,4000.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Pomegranate,Pomogranate,Local,2024-09-30,16000.0,20000.0,20000.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Snakeguard,Snakeguard,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,2024-09-30,8000.0,10000.0,10000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,7000.0,7500.0,7500.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,6000.0,6800.0,6800.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,2024-09-30,2200.0,2600.0,2600.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,2024-09-30,4500.0,5000.0,5000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,6000.0,7000.0,7000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Papaya,Papaya,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,4500.0,6000.0,6000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,2024-09-30,3000.0,3400.0,3400.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,2400.0,2800.0,2800.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Ashgourd,Gouard,Local,2024-09-30,1400.0,1600.0,1600.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,2400.0,3200.0,3200.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,3600.0,3800.0,3800.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,6000.0,6600.0,6600.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Custard Apple (Sharifa),Custard Apple(Sharifa),Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,8000.0,9000.0,9000.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Garlic,Average,Local,2024-09-30,34000.0,36000.0,36000.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Green Peas,Green Peas,Local,2024-09-30,22000.0,24500.0,24500.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Maize,Deshi Red,Local,2024-09-30,1500.0,2000.0,2000.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Rose(Local),Rose (Local),Local,2024-09-30,8000.0,10000.0,10000.0
Tamil Nadu,Salem,Thathakapatti(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,4000.0,5000.0,5000.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,2024-09-30,7400.0,8400.0,8400.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,3800.0,5000.0,5000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,2024-09-30,2000.0,2800.0,2800.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2600.0,3000.0,3000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,15000.0,17000.0,17000.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,2024-09-30,22500.0,25000.0,25000.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,2500.0,3500.0,3500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,3500.0,4500.0,4500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3500.0,4500.0,4500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,2024-09-30,2500.0,3200.0,3200.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,2024-09-30,4500.0,5500.0,5500.0
Tamil Nadu,Sivaganga,Singampunari(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,5500.0,6000.0,6000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,3000.0,4000.0,4000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2600.0,2600.0,2600.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Carrot,Pusakesar,Local,2024-09-30,4200.0,7000.0,7000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,2024-09-30,2600.0,2600.0,2600.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,5200.0,5600.0,5600.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Lemon,Lemon,Local,2024-09-30,14000.0,18000.0,18000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Mango (Raw-Ripe),Mango - Raw-Ripe,Local,2024-09-30,8000.0,9000.0,9000.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ),Raddish,Raddish,Local,2024-09-30,2200.0,2200.0,2200.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,3400.0,4500.0,4500.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,7400.0,9500.0,9500.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,6000.0,7500.0,7500.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ),Mango,Safeda,Local,2024-09-30,10000.0,12500.0,12500.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Ashgourd,Gouard,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,10000.0,10000.0,10000.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,7500.0,7500.0,7500.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,6000.0,6500.0,6500.0
Tamil Nadu,Tenkasi,Sankarankoil(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,4000.0,4500.0,4500.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Ashgourd,Gouard,Local,2024-09-30,1000.0,1000.0,1000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,1000.0,1000.0,1000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Capsicum,Capsicum,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,7000.0,7000.0,7000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Garlic,Average,Local,2024-09-30,35000.0,36000.0,36000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Papaya,Papaya,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Tenkasi,Tenkasi(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,5000.0,7000.0,7000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,5600.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,8000.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Guava,Guava Alahabad,Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,2024-09-30,7000.0,7000.0,7000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Mango,Safeda,Local,2024-09-30,18000.0,18000.0,18000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,2024-09-30,30000.0,30000.0,30000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Raddish,Raddish,Local,2024-09-30,3200.0,3200.0,3200.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Tapioca,Tapioca,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ),Turnip,Turnip,Local,2024-09-30,7000.0,7000.0,7000.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,6000.0,6000.0,6000.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,5000.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Mint(Pudina),Mint(Pudina),Local,2024-09-30,4600.0,4600.0,4600.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,3600.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Papanasam(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3800.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,3200.0,4800.0,4800.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Capsicum,Capsicum,Local,2024-09-30,8000.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,4400.0,4400.0,4400.0
Tamil Nadu,Thanjavur,Pattukottai(Uzhavar Sandhai ),Tapioca,Tapioca,Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Ashgourd,Gouard,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,2500.0,8000.0,8000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,2024-09-30,5600.0,5600.0,5600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Cluster beans,Cluster Beans,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,7000.0,7000.0,7000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,7600.0,7600.0,7600.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Ginger(Green),Green Ginger,Local,2024-09-30,15000.0,15000.0,15000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,4600.0,4600.0,4600.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Banana,Besrai,Local,2024-09-30,3000.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Capsicum,Capsicum,Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5000.0,5400.0,5400.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Cucumbar(Kheera),Cucumbar,Local,2024-09-30,3000.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,3000.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Green Peas,Green Peas,Local,2024-09-30,12000.0,14000.0,14000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,4000.0,4500.0,4500.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,1500.0,2000.0,2000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,2024-09-30,3500.0,3800.0,3800.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,5000.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,2000.0,2500.0,2500.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,6000.0,6200.0,6200.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,9000.0,9500.0,9500.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5800.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,1800.0,2000.0,2000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Ridgeguard(Tori),Ridgeguard(Tori),Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3600.0,3800.0,3800.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,5500.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Beans,Beans (Whole),Local,2024-09-30,5500.0,6000.0,6000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Cowpea(Veg),Cowpea (Veg),Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,8000.0,9000.0,9000.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Chow Chow,Chow Chow,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,4000.0,5000.0,5000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,3000.0,5000.0,5000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Knool Khol,Knool Khol,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Lime,Lime,Local,2024-09-30,16500.0,17000.0,17000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Mashrooms,Mashrooms,Local,2024-09-30,20000.0,22000.0,22000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Papaya,Papaya,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Raddish,Raddish,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,1000.0,1200.0,1200.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,5000.0,5200.0,5200.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Coriander(Leaves),I Sort,Local,2024-09-30,3200.0,3200.0,3200.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,4000.0,4000.0,4000.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3500.0,3800.0,3800.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,2500.0,2500.0,2500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Banana - Green,Banana - Green,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,1600.0,1600.0,1600.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,2024-09-30,3000.0,3500.0,3500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Drumstick,Drumstick,Local,2024-09-30,4000.0,7000.0,7000.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Elephant Yam (Suran),Elephant Yam (Suran),Local,2024-09-30,7500.0,7500.0,7500.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Garlic,Average,Local,2024-09-30,26000.0,37000.0,37000.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Pumpkin,Pumpkin,Local,2024-09-30,1200.0,1200.0,1200.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ),Thondekai,Thondekai,Local,2024-09-30,1800.0,1800.0,1800.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,2024-09-30,3000.0,3000.0,3000.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,2600.0,2600.0,2600.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,1800.0,1800.0,1800.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Coconut,Coconut,Local,2024-09-30,4800.0,4800.0,4800.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Indian Beans (Seam),Indian Beans (Seam),Local,2024-09-30,4500.0,4500.0,4500.0
Tamil Nadu,Theni,Devaram(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,3500.0,4000.0,4000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Amaranthus,Amaranthus,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,2024-09-30,16500.0,16500.0,16500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Bottle gourd,Bottle Gourd,Local,2024-09-30,1000.0,1200.0,1200.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Lemon,Lemon,Local,2024-09-30,14000.0,14000.0,14000.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,4400.0,4400.0,4400.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3200.0,3500.0,3500.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,2024-09-30,5000.0,5000.0,5000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Beetroot,Beetroot,Local,2024-09-30,1600.0,1600.0,1600.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Brinjal,Round,Local,2024-09-30,2800.0,3000.0,3000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Cabbage,Cabbage,Local,2024-09-30,2000.0,2000.0,2000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Cauliflower,Ranchi,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Lemon,Lemon,Local,2024-09-30,14000.0,14000.0,14000.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Potato,(Red Nanital),Local,2024-09-30,4200.0,4200.0,4200.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Tomato,Deshi,Local,2024-09-30,3400.0,3600.0,3600.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ),Yam (Ratalu),Yam (Ratalu),Local,2024-09-30,7500.0,7500.0,7500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Betal Leaves,Mysore,Local,2024-09-30,0.0,16500.0,16500.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Bhindi(Ladies Finger),Bhindi,Local,2024-09-30,0.0,2000.0,2000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Capsicum,Capsicum,Local,2024-09-30,0.0,5800.0,5800.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Colacasia,Colacasia,Local,2024-09-30,5500.0,6000.0,6000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Grapes,Annabesahai,Local,2024-09-30,10000.0,12000.0,12000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Green Avare (W),Avare (W),Local,2024-09-30,3800.0,4000.0,4000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Green Chilli,Green Chilly,Local,2024-09-30,2000.0,3800.0,3800.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Onion,Bellary,Local,2024-09-30,5000.0,5600.0,5600.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Onion Green,Onion Green,Local,2024-09-30,4000.0,4400.0,4400.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Papaya,Papaya,Local,2024-09-30,2500.0,3000.0,3000.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ),Pineapple,Pine Apple,Local,2024-09-30,0.0,7000.0,7000.0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ),Bitter gourd,Bitter Gourd,Local,2024-09-30,4000.0,4600.0,4600.0
